Date, Open , High , Low , Last ,Ask High,Bid Low
11-09-06,1.5724,1.5782,1.5712,1.5765,,1.5712
12-09-06,1.5763,1.5802,1.5742,1.5779,,1.5742
13-09-06,1.5777,1.5793,1.5742,1.5759,,1.5742
14-09-06,1.5759,1.5818,1.5739,1.5775,,1.5739
15-09-06,1.5775,1.5847,1.5773,1.582,,1.5773
18-09-06,1.5809,1.5898,1.5804,1.5859,,1.5804
19-09-06,1.5861,1.5925,1.5833,1.5916,,1.5833
20-09-06,1.5912,1.5927,1.5838,1.5859,,1.5838
21-09-06,1.5861,1.5875,1.579,1.5799,,1.579
22-09-06,1.5803,1.5856,1.5782,1.5845,,1.5782
25-09-06,1.5839,1.5866,1.582,1.5861,,1.582
26-09-06,1.5857,1.5902,1.5835,1.5885,,1.5835
27-09-06,1.5887,1.5895,1.5853,1.5874,,1.5853
28-09-06,1.587,1.5884,1.5848,1.5874,,1.5848
29-09-06,1.5871,1.5883,1.5814,1.5873,,1.5814
02-10-06,1.5871,1.5895,1.5833,1.5839,,1.5833
03-10-06,1.584,1.5843,1.5805,1.5814,,1.5805
04-10-06,1.582,1.5879,1.5811,1.5845,,1.5811
05-10-06,1.5836,1.5847,1.5819,1.584,,1.5819
06-10-06,1.5839,1.5898,1.5827,1.5881,,1.5827
09-10-06,1.5885,1.5918,1.5872,1.5901,,1.5872
10-10-06,1.5904,1.591,1.5853,1.5899,,1.5853
11-10-06,1.5898,1.5903,1.5855,1.5891,,1.5855
12-10-06,1.5885,1.5893,1.5817,1.583,,1.5817
13-10-06,1.5831,1.5889,1.5804,1.5869,,1.5804
16-10-06,1.5868,1.5873,1.5828,1.5842,,1.5828
17-10-06,1.5835,1.5842,1.5768,1.5776,,1.5768
18-10-06,1.5776,1.5786,1.5735,1.5754,,1.5735
19-10-06,1.5758,1.5761,1.5714,1.5725,,1.5714
20-10-06,1.573,1.5745,1.5697,1.5729,,1.5697
23-10-06,1.5727,1.5771,1.572,1.576,,1.572
24-10-06,1.5753,1.5767,1.573,1.5742,,1.573
25-10-06,1.5749,1.5751,1.5703,1.5708,,1.5703
26-10-06,1.5707,1.5716,1.565,1.5664,,1.565
27-10-06,1.5661,1.568,1.5574,1.5591,,1.5574
30-10-06,1.5599,1.5633,1.5581,1.5606,,1.5581
31-10-06,1.5604,1.566,1.5559,1.5572,,1.5559
01-11-06,1.5573,1.562,1.5557,1.561,,1.5557
02-11-06,1.5607,1.5628,1.5594,1.5603,,1.5594
03-11-06,1.5605,1.5644,1.5583,1.5638,,1.5583
06-11-06,1.5635,1.5684,1.5624,1.5646,,1.5624
07-11-06,1.5647,1.5651,1.5579,1.5608,,1.5579
08-11-06,1.5613,1.5618,1.5587,1.5599,,1.5587
09-11-06,1.5602,1.5643,1.5573,1.5581,,1.5573
10-11-06,1.558,1.559,1.5541,1.5556,,1.5541
13-11-06,1.5556,1.5599,1.5541,1.5583,,1.5541
14-11-06,1.5588,1.5595,1.5537,1.5563,,1.5537
15-11-06,1.5564,1.56211,1.5554,1.5593,,1.5554
16-11-06,1.559,1.561,1.5558,1.558,,1.5558
17-11-06,1.5579,1.5627,1.5559,1.5561,,1.5559
20-11-06,1.5572,1.5589,1.555,1.5555,,1.555
21-11-06,1.5558,1.5621,1.5548,1.5582,,1.5548
22-11-06,1.5583,1.5597,1.5519,1.5525,,1.5519
23-11-06,1.5526,1.5544,1.5476,1.549,,1.5476
24-11-06,1.5489,1.5579,1.5483,1.5499,,1.5483
27-11-06,1.5485,1.5526,1.5479,1.549,,1.5479
28-11-06,1.5494,1.5525,1.5484,1.5486,,1.5484
29-11-06,1.5492,1.5495,1.5425,1.5438,,1.5425
30-11-06,1.5442,1.5459,1.5367,1.5392,,1.5367
01-12-06,1.5397,1.5476,1.5365,1.5421,,1.5365
04-12-06,1.5421,1.5465,1.5394,1.5402,,1.5394
05-12-06,1.5403,1.5426,1.5372,1.5399,,1.5372
06-12-06,1.5405,1.5415,1.5355,1.5394,,1.5355
07-12-06,1.5395,1.5408,1.5359,1.5385,,1.5359
08-12-06,1.539,1.5462,1.5375,1.5454,,1.5375
11-12-06,1.5457,1.5468,1.5412,1.5425,,1.5412
12-12-06,1.5432,1.5443,1.5383,1.5388,,1.5383
13-12-06,1.5391,1.5418,1.5376,1.541,,1.5376
14-12-06,1.5412,1.5421,1.537,1.5414,,1.537
15-12-06,1.5411,1.5431,1.5378,1.5418,,1.5378
18-12-06,1.5418,1.5478,1.5401,1.5478,,1.5401
19-12-06,1.5473,1.5483,1.5395,1.5409,,1.5395
20-12-06,1.5418,1.5425,1.5375,1.5391,,1.5375
21-12-06,1.5385,1.5439,1.5384,1.5401,,1.5384
22-12-06,1.5399,1.543,1.538,1.5407,,1.538
25-12-06,1.5413,1.5428,1.5401,1.5414,,1.5401
26-12-06,1.542,1.5423,1.5387,1.5415,,1.5387
27-12-06,1.5413,1.5417,1.5346,1.5369,,1.5346
28-12-06,1.537,1.5379,1.5329,1.5338,,1.5329
29-12-06,1.5342,1.5363,1.5315,1.5337,,1.5315
01-01-07,1.5333,1.5337,1.5333,1.5337,,1.5333
02-01-07,1.5342,1.5342,1.5288,1.5303,,1.5288
03-01-07,1.5306,1.5354,1.5282,1.5346,,1.5282
04-01-07,1.5345,1.5393,1.5316,1.536,,1.5316
05-01-07,1.5362,1.5391,1.5333,1.5359,,1.5333
08-01-07,1.5358,1.5406,1.535,1.5377,,1.535
09-01-07,1.5377,1.5386,1.5336,1.5361,,1.5336
10-01-07,1.5362,1.5391,1.5347,1.5353,,1.5347
11-01-07,1.5353,1.5457,1.5352,1.5455,,1.5352
12-01-07,1.5443,1.5479,1.5418,1.5418,,1.5418
15-01-07,1.5421,1.5435,1.54,1.5413,,1.54
16-01-07,1.541,1.5418,1.5368,1.5386,,1.5368
17-01-07,1.5387,1.5412,1.5367,1.5375,,1.5367
18-01-07,1.5372,1.5391,1.5356,1.5366,,1.5356
19-01-07,1.5362,1.5394,1.5337,1.5375,,1.5337
22-01-07,1.5366,1.5393,1.5357,1.5383,,1.5357
23-01-07,1.538,1.5415,1.5319,1.5344,,1.5319
24-01-07,1.5343,1.5377,1.5327,1.5357,,1.5327
25-01-07,1.5361,1.5378,1.5332,1.5371,,1.5332
26-01-07,1.5384,1.5406,1.5354,1.5377,,1.5354
29-01-07,1.5369,1.5416,1.5364,1.539,,1.5364
30-01-07,1.5385,1.5401,1.5364,1.5371,,1.5364
31-01-07,1.5369,1.5396,1.5347,1.5355,,1.5347
01-02-07,1.5356,1.5369,1.5321,1.5337,,1.5321
02-02-07,1.5338,1.537,1.533,1.5341,,1.533
05-02-07,1.5344,1.5359,1.5326,1.5334,,1.5326
06-02-07,1.5334,1.5344,1.5314,1.532,,1.5314
07-02-07,1.5323,1.5337,1.5297,1.5309,,1.5297
08-02-07,1.5316,1.5353,1.531,1.5323,,1.531
09-02-07,1.5324,1.5341,1.531,1.5333,,1.531
12-02-07,1.5338,1.5417,1.5328,1.5408,,1.5328
13-02-07,1.54,1.5439,1.5378,1.5415,,1.5378
14-02-07,1.5411,1.5422,1.5341,1.5365,,1.5341
15-02-07,1.5368,1.5369,1.5325,1.5334,,1.5325
16-02-07,1.5335,1.535,1.53,1.5305,,1.53
19-02-07,1.5299,1.5332,1.5298,1.5321,,1.5298
20-02-07,1.5321,1.5357,1.5303,1.5328,,1.5303
21-02-07,1.5331,1.5346,1.5318,1.5335,,1.5318
22-02-07,1.5332,1.5347,1.5324,1.5337,,1.5324
23-02-07,1.5336,1.5342,1.5298,1.5303,,1.5298
26-02-07,1.5306,1.5311,1.5265,1.527,,1.5265
27-02-07,1.5273,1.5286,1.5239,1.5271,,1.5239
28-02-07,1.5276,1.5312,1.5262,1.5288,,1.5262
01-03-07,1.5279,1.5296,1.5241,1.5271,,1.5241
02-03-07,1.5271,1.5283,1.5244,1.5258,,1.5244
05-03-07,1.5261,1.5316,1.5245,1.5296,,1.5245
06-03-07,1.5292,1.5312,1.5268,1.5276,,1.5268
07-03-07,1.5279,1.5294,1.5247,1.5256,,1.5247
08-03-07,1.5265,1.5282,1.5249,1.5274,,1.5249
09-03-07,1.5273,1.5279,1.5249,1.5262,,1.5249
12-03-07,1.5264,1.5279,1.5252,1.5266,,1.5252
13-03-07,1.526,1.53,1.5257,1.5286,,1.5257
14-03-07,1.5291,1.537,1.5277,1.533,,1.5277
15-03-07,1.5345,1.5345,1.5302,1.5333,,1.5302
16-03-07,1.5331,1.5334,1.5239,1.5248,,1.5239
19-03-07,1.5247,1.5285,1.524,1.525,,1.524
20-03-07,1.5263,1.5283,1.5239,1.5261,,1.5239
21-03-07,1.5256,1.5263,1.5202,1.5211,,1.5202
22-03-07,1.5209,1.5214,1.5157,1.5193,,1.5157
23-03-07,1.5189,1.5198,1.5147,1.5166,,1.5147
26-03-07,1.5171,1.5192,1.5148,1.516,,1.5148
27-03-07,1.5154,1.5179,1.5149,1.5159,,1.5149
28-03-07,1.5158,1.5193,1.5147,1.5184,,1.5147
29-03-07,1.5187,1.5192,1.5145,1.5173,,1.5145
30-03-07,1.5171,1.5186,1.5157,1.5171,,1.5157
02-04-07,1.5165,1.5214,1.5155,1.5186,,1.5155
03-04-07,1.5191,1.5206,1.516,1.5196,,1.516
04-04-07,1.5187,1.5205,1.5128,1.5139,,1.5128
05-04-07,1.5132,1.5148,1.5117,1.5127,,1.5117
06-04-07,1.5123,1.5144,1.5112,1.5139,,1.5112
09-04-07,1.5133,1.5141,1.5103,1.5127,,1.5103
10-04-07,1.5129,1.5212,1.5102,1.5159,,1.5102
11-04-07,1.5163,1.52,1.5157,1.5178,,1.5157
12-04-07,1.518,1.5217,1.5159,1.5189,,1.5159
13-04-07,1.5187,1.5193,1.5137,1.5159,,1.5137
16-04-07,1.5159,1.5172,1.5123,1.5138,,1.5123
17-04-07,1.5136,1.5142,1.5118,1.5135,,1.5118
18-04-07,1.5125,1.5135,1.509,1.5109,,1.509
19-04-07,1.5113,1.5129,1.5086,1.5113,,1.5086
20-04-07,1.5121,1.5121,1.5088,1.51,,1.5088
23-04-07,1.5104,1.5138,1.5103,1.5119,,1.5103
24-04-07,1.5114,1.5159,1.511,1.5135,,1.511
25-04-07,1.5135,1.5143,1.5098,1.5134,,1.5098
26-04-07,1.5133,1.5162,1.5115,1.5154,,1.5115
27-04-07,1.5157,1.5193,1.5144,1.515,,1.5144
30-04-07,1.5159,1.5207,1.5156,1.5195,,1.5156
01-05-07,1.5196,1.5213,1.5181,1.5205,,1.5181
02-05-07,1.5205,1.5281,1.5201,1.5255,,1.5201
03-05-07,1.5259,1.5259,1.5209,1.5227,,1.5209
04-05-07,1.5227,1.5239,1.5143,1.5168,,1.5143
07-05-07,1.5164,1.517,1.5114,1.5152,,1.5114
08-05-07,1.5151,1.5178,1.5122,1.517,,1.5122
09-05-07,1.5171,1.5186,1.513,1.5148,,1.513
10-05-07,1.515,1.5197,1.5139,1.518,,1.5139
11-05-07,1.5187,1.5214,1.5163,1.5175,,1.5163
14-05-07,1.517,1.5175,1.5123,1.5149,,1.5123
15-05-07,1.5151,1.5194,1.5136,1.5157,,1.5136
16-05-07,1.5159,1.5227,1.5147,1.5211,,1.5147
17-05-07,1.5205,1.5275,1.5186,1.5237,,1.5186
18-05-07,1.5235,1.5286,1.5222,1.5247,,1.5222
21-05-07,1.5252,1.5294,1.5218,1.5267,,1.5218
22-05-07,1.5279,1.5338,1.5267,1.5325,,1.5267
23-05-07,1.5318,1.5333,1.5273,1.529,,1.5273
24-05-07,1.5294,1.5308,1.5235,1.5285,,1.5235
25-05-07,1.5285,1.5293,1.5254,1.527,,1.5254
28-05-07,1.5277,1.5291,1.526,1.5281,,1.526
29-05-07,1.5279,1.5292,1.5256,1.5277,,1.5256
30-05-07,1.5275,1.5318,1.5259,1.5298,,1.5259
31-05-07,1.5289,1.5316,1.5278,1.5286,,1.5278
01-06-07,1.5285,1.532,1.5277,1.5304,,1.5277
04-06-07,1.5309,1.5312,1.5278,1.5296,,1.5278
05-06-07,1.53,1.5314,1.5273,1.5301,,1.5273
06-06-07,1.53,1.5337,1.5284,1.5325,,1.5284
07-06-07,1.5326,1.5373,1.5308,1.5367,,1.5308
08-06-07,1.5363,1.5437,1.5343,1.5394,,1.5343
11-06-07,1.5398,1.5456,1.5381,1.5423,,1.5381
12-06-07,1.542,1.5423,1.536,1.5412,,1.536
13-06-07,1.5415,1.5449,1.5394,1.5427,,1.5394
14-06-07,1.5425,1.5433,1.5403,1.5412,,1.5403
15-06-07,1.5419,1.5432,1.5372,1.5381,,1.5372
18-06-07,1.5381,1.5396,1.536,1.5396,,1.536
19-06-07,1.539,1.539,1.5361,1.5367,,1.5361
20-06-07,1.5367,1.5371,1.5331,1.5364,,1.5331
21-06-07,1.5359,1.5385,1.5345,1.5349,,1.5345
22-06-07,1.5345,1.5393,1.5345,1.5383,,1.5345
25-06-07,1.5377,1.5387,1.5357,1.5377,,1.5357
26-06-07,1.5364,1.5395,1.5363,1.5387,,1.5363
27-06-07,1.5384,1.5396,1.5365,1.5385,,1.5365
28-06-07,1.5381,1.5389,1.5319,1.5348,,1.5319
29-06-07,1.535,1.5352,1.5282,1.5317,,1.5282
02-07-07,1.5287,1.5302,1.5218,1.523,,1.5218
03-07-07,1.5215,1.5243,1.5209,1.5234,,1.5209
04-07-07,1.5229,1.5236,1.5198,1.5215,,1.5198
05-07-07,1.5204,1.523,1.5167,1.5216,,1.5167
06-07-07,1.5215,1.5236,1.5185,1.5204,,1.5185
09-07-07,1.52,1.5214,1.5176,1.5192,,1.5176
10-07-07,1.5189,1.5192,1.5148,1.5166,,1.5148
11-07-07,1.5157,1.5172,1.5137,1.5154,,1.5137
12-07-07,1.5154,1.5168,1.5131,1.5149,,1.5131
13-07-07,1.5147,1.5164,1.5129,1.5153,,1.5129
16-07-07,1.5146,1.5175,1.5143,1.5167,,1.5143
17-07-07,1.516,1.5184,1.5155,1.5173,,1.5155
18-07-07,1.517,1.5192,1.5154,1.5169,,1.5154
19-07-07,1.517,1.5177,1.5105,1.5118,,1.5105
20-07-07,1.5114,1.5127,1.5088,1.5115,,1.5088
23-07-07,1.5111,1.5118,1.5058,1.507,,1.5058
24-07-07,1.5062,1.5067,1.5033,1.5057,,1.5033
25-07-07,1.5047,1.5116,1.5042,1.5099,,1.5042
26-07-07,1.5099,1.5162,1.5087,1.5155,,1.5087
27-07-07,1.5151,1.5173,1.5104,1.5157,,1.5104
30-07-07,1.5151,1.516,1.5121,1.513,,1.5121
31-07-07,1.5129,1.5173,1.5096,1.5157,,1.5096
01-08-07,1.5155,1.5243,1.5149,1.517,,1.5149
02-08-07,1.5172,1.524,1.5163,1.5182,,1.5163
03-08-07,1.5175,1.5196,1.5148,1.5174,,1.5148
06-08-07,1.5169,1.5199,1.5133,1.5139,,1.5133
07-08-07,1.514,1.5167,1.5121,1.5144,,1.5121
08-08-07,1.5145,1.5151,1.5084,1.5098,,1.5084
09-08-07,1.5089,1.5193,1.5089,1.5184,,1.5089
10-08-07,1.5178,1.5244,1.5172,1.5204,,1.5172
13-08-07,1.5204,1.5212,1.5158,1.5186,,1.5158
14-08-07,1.5189,1.5296,1.5184,1.528,,1.5184
15-08-07,1.5283,1.5342,1.5262,1.5339,,1.5262
16-08-07,1.5335,1.5433,1.5319,1.5334,,1.5319
17-08-07,1.5336,1.5427,1.527,1.5278,,1.527
20-08-07,1.5279,1.5304,1.5226,1.5277,,1.5226
21-08-07,1.5288,1.5347,1.5236,1.5314,,1.5236
22-08-07,1.531,1.5332,1.5235,1.5239,,1.5235
23-08-07,1.5254,1.5262,1.5192,1.5195,,1.5192
24-08-07,1.5196,1.5256,1.5196,1.5199,,1.5196
27-08-07,1.5199,1.521,1.5173,1.5209,,1.5173
28-08-07,1.5211,1.5285,1.52,1.5259,,1.52
29-08-07,1.5278,1.53,1.5198,1.5203,,1.5198
30-08-07,1.5213,1.5267,1.5197,1.5231,,1.5197
31-08-07,1.5233,1.5263,1.5196,1.5249,,1.5196
03-09-07,1.5256,1.5256,1.5204,1.5232,,1.5204
04-09-07,1.5232,1.529,1.5197,1.525,,1.5197
05-09-07,1.5249,1.529,1.5229,1.5272,,1.5229
06-09-07,1.5261,1.5288,1.5215,1.5233,,1.5215
07-09-07,1.5228,1.5257,1.5207,1.5255,,1.5207
10-09-07,1.5249,1.5275,1.5215,1.5234,,1.5215
11-09-07,1.5231,1.5247,1.5173,1.5194,,1.5173
12-09-07,1.5183,1.5194,1.5109,1.5122,,1.5109
13-09-07,1.5125,1.5146,1.5082,1.5108,,1.5082
14-09-07,1.5118,1.5131,1.5089,1.5124,,1.5089
17-09-07,1.512,1.5168,1.51,1.5159,,1.51
18-09-07,1.5157,1.5186,1.5084,1.5084,,1.5084
19-09-07,1.5082,1.5104,1.5051,1.5076,,1.5051
20-09-07,1.5074,1.5077,1.5001,1.5055,,1.5001
21-09-07,1.5049,1.5084,1.5022,1.5053,,1.5022
24-09-07,1.5042,1.5058,1.4963,1.4994,,1.4963
25-09-07,1.4996,1.5022,1.4981,1.4989,,1.4981
26-09-07,1.4993,1.4995,1.4949,1.4972,,1.4949
27-09-07,1.4974,1.498,1.4872,1.4899,,1.4872
28-09-07,1.4897,1.4912,1.4813,1.4854,,1.4813
01-10-07,1.4864,1.487,1.4728,1.4774,,1.4728
02-10-07,1.4766,1.4855,1.4746,1.4817,,1.4746
03-10-07,1.4816,1.4836,1.4762,1.4815,,1.4762
04-10-07,1.4815,1.4857,1.4778,1.4808,,1.4778
05-10-07,1.4807,1.4813,1.4693,1.472,,1.4693
08-10-07,1.4722,1.4748,1.4677,1.4743,,1.4677
09-10-07,1.4743,1.4757,1.4709,1.4715,,1.4709
10-10-07,1.4713,1.4734,1.462,1.4667,,1.462
11-10-07,1.4659,1.468,1.4604,1.4635,,1.4604
12-10-07,1.4636,1.4665,1.4611,1.463,,1.4611
15-10-07,1.4625,1.4661,1.4615,1.4659,,1.4615
16-10-07,1.4652,1.4691,1.4645,1.468,,1.4645
17-10-07,1.4679,1.4697,1.4617,1.4654,,1.4617
18-10-07,1.4658,1.4663,1.4569,1.4604,,1.4569
19-10-07,1.4601,1.4653,1.4569,1.4621,,1.4569
22-10-07,1.4599,1.467,1.4599,1.4639,,1.4599
23-10-07,1.4635,1.4675,1.462,1.4625,,1.462
24-10-07,1.463,1.4647,1.4585,1.4603,,1.4585
25-10-07,1.4607,1.4616,1.4537,1.4555,,1.4537
26-10-07,1.4558,1.4592,1.4515,1.4524,,1.4515
29-10-07,1.4524,1.4539,1.4495,1.4523,,1.4495
30-10-07,1.4513,1.454,1.4494,1.4498,,1.4494
31-10-07,1.45,1.4508,1.4453,1.4481,,1.4453
01-11-07,1.4479,1.4518,1.4462,1.4495,,1.4462
02-11-07,1.4496,1.4535,1.4456,1.4488,,1.4456
05-11-07,1.4482,1.4525,1.4475,1.45,,1.4475
06-11-07,1.4497,1.4516,1.4457,1.446,,1.4457
07-11-07,1.446,1.4467,1.4363,1.4407,,1.4363
08-11-07,1.4409,1.4436,1.4363,1.4389,,1.4363
09-11-07,1.4388,1.4433,1.4365,1.4411,,1.4365
12-11-07,1.4404,1.4539,1.4404,1.4527,,1.4404
13-11-07,1.4552,1.4565,1.4451,1.4457,,1.4451
14-11-07,1.4457,1.4478,1.4426,1.4473,,1.4426
15-11-07,1.447,1.4538,1.4441,1.4534,,1.4441
16-11-07,1.4534,1.4545,1.4503,1.4509,,1.4503
19-11-07,1.4482,1.4495,1.4451,1.4489,,1.4451
20-11-07,1.4488,1.4541,1.4455,1.4478,,1.4455
21-11-07,1.4465,1.4549,1.4449,1.451,,1.4449
22-11-07,1.452,1.4538,1.4481,1.4495,,1.4481
23-11-07,1.45,1.4509,1.4399,1.4409,,1.4399
26-11-07,1.4404,1.4448,1.4391,1.4442,,1.4391
27-11-07,1.4445,1.4451,1.4393,1.4415,,1.4393
28-11-07,1.4417,1.4465,1.4404,1.4433,,1.4404
29-11-07,1.4438,1.4498,1.4402,1.4481,,1.4402
30-11-07,1.4488,1.4489,1.444,1.4477,,1.444
03-12-07,1.4474,1.4535,1.4466,1.4503,,1.4466
04-12-07,1.4506,1.4506,1.4439,1.4458,,1.4439
05-12-07,1.4451,1.4487,1.4438,1.448,,1.4438
06-12-07,1.4484,1.4492,1.4426,1.4434,,1.4426
07-12-07,1.444,1.4462,1.4373,1.4375,,1.4373
10-12-07,1.4392,1.4424,1.4378,1.4388,,1.4378
11-12-07,1.4393,1.4455,1.4372,1.4451,,1.4372
12-12-07,1.4456,1.4456,1.4367,1.4423,,1.4367
13-12-07,1.4431,1.4433,1.4392,1.4402,,1.4392
14-12-07,1.4407,1.4517,1.4399,1.4516,,1.4399
17-12-07,1.4505,1.4639,1.4478,1.4605,,1.4478
18-12-07,1.4607,1.464,1.4557,1.4579,,1.4557
19-12-07,1.4587,1.4615,1.4556,1.4596,,1.4556
20-12-07,1.4601,1.4623,1.4584,1.4584,,1.4584
21-12-07,1.4593,1.4614,1.4527,1.4535,,1.4527
24-12-07,1.4527,1.4553,1.4499,1.4514,,1.4499
25-12-07,1.4514,1.4546,1.4503,1.4531,,1.4503
26-12-07,1.45,1.4537,1.4499,1.4523,,1.4499
27-12-07,1.4529,1.4536,1.4475,1.4495,,1.4475
28-12-07,1.4493,1.4502,1.4445,1.4454,,1.4445
31-12-07,1.4459,1.4459,1.4351,1.4413,,1.4351
01-01-08,1.4408,1.4408,1.4387,1.4387,,1.4387
02-01-08,1.4385,1.4412,1.4368,1.4377,,1.4368
03-01-08,1.4377,1.4395,1.4318,1.4338,,1.4318
04-01-08,1.4341,1.4354,1.4303,1.4334,,1.4303
07-01-08,1.4329,1.4369,1.4327,1.4351,,1.4327
08-01-08,1.4352,1.4354,1.4303,1.4331,,1.4303
09-01-08,1.4331,1.4335,1.4295,1.4313,,1.4295
10-01-08,1.431,1.4332,1.4298,1.4306,,1.4298
11-01-08,1.4304,1.4336,1.4257,1.4334,,1.4257
14-01-08,1.4339,1.4339,1.4277,1.4289,,1.4277
15-01-08,1.4288,1.4301,1.4262,1.4298,,1.4262
16-01-08,1.4301,1.4329,1.4256,1.4312,,1.4256
17-01-08,1.4318,1.4377,1.4277,1.4372,,1.4277
18-01-08,1.4372,1.4418,1.433,1.4384,,1.433
21-01-08,1.4379,1.4486,1.4369,1.4477,,1.4369
22-01-08,1.4474,1.4542,1.4329,1.4345,,1.4329
23-01-08,1.4343,1.44,1.4282,1.4301,,1.4282
24-01-08,1.4299,1.4332,1.4254,1.4259,,1.4254
25-01-08,1.4261,1.4272,1.4198,1.4248,,1.4198
28-01-08,1.4224,1.4243,1.4201,1.4204,,1.4201
29-01-08,1.4203,1.4234,1.4172,1.422,,1.4172
30-01-08,1.4218,1.422,1.417,1.4177,,1.417
31-01-08,1.4179,1.4201,1.4158,1.4164,,1.4158
01-02-08,1.4163,1.419,1.413,1.4133,,1.413
04-02-08,1.4131,1.4156,1.4131,1.4142,,1.4131
05-02-08,1.4136,1.4212,1.4129,1.4207,,1.4129
06-02-08,1.4214,1.4218,1.4142,1.4155,,1.4142
07-02-08,1.4149,1.419,1.4146,1.4173,,1.4146
08-02-08,1.4162,1.421,1.4156,1.417,,1.4156
11-02-08,1.4169,1.4196,1.4158,1.418,,1.4158
12-02-08,1.4178,1.4198,1.4134,1.4151,,1.4134
13-02-08,1.415,1.4197,1.4142,1.4182,,1.4142
14-02-08,1.4186,1.4213,1.4156,1.4174,,1.4156
15-02-08,1.4178,1.4185,1.4105,1.4117,,1.4105
18-02-08,1.411,1.4128,1.41,1.4111,,1.41
19-02-08,1.4111,1.4139,1.4094,1.4132,,1.4094
20-02-08,1.413,1.4152,1.4099,1.4107,,1.4099
21-02-08,1.4103,1.4113,1.4089,1.4095,,1.4089
22-02-08,1.4097,1.4105,1.4048,1.4053,,1.4048
25-02-08,1.4047,1.4071,1.4041,1.4054,,1.4041
26-02-08,1.4052,1.4064,1.4037,1.4041,,1.4037
27-02-08,1.4041,1.4042,1.3953,1.3964,,1.3953
28-02-08,1.396,1.3981,1.3922,1.3941,,1.3922
29-02-08,1.3942,1.3956,1.3907,1.395,,1.3907
03-03-08,1.3939,1.3977,1.3891,1.391,,1.3891
04-03-08,1.3908,1.3919,1.3874,1.3883,,1.3874
05-03-08,1.3882,1.3915,1.3879,1.3891,,1.3879
06-03-08,1.3888,1.3895,1.3835,1.3872,,1.3835
07-03-08,1.3873,1.3905,1.3828,1.3854,,1.3828
10-03-08,1.3854,1.3897,1.3848,1.3866,,1.3848
11-03-08,1.3866,1.3925,1.3849,1.3874,,1.3849
12-03-08,1.3874,1.3892,1.3823,1.3832,,1.3823
13-03-08,1.3823,1.3839,1.3776,1.3794,,1.3776
14-03-08,1.3791,1.3855,1.3759,1.3768,,1.3759
17-03-08,1.3772,1.3876,1.3757,1.3799,,1.3757
18-03-08,1.3801,1.3835,1.3733,1.3776,,1.3733
19-03-08,1.3758,1.3907,1.375,1.3903,,1.375
20-03-08,1.3897,1.3917,1.3849,1.3892,,1.3849
21-03-08,1.39,1.3904,1.385,1.3857,,1.385
24-03-08,1.3857,1.3937,1.3857,1.3885,,1.3857
25-03-08,1.3883,1.3894,1.3796,1.3803,,1.3796
26-03-08,1.3809,1.3835,1.377,1.3789,,1.377
27-03-08,1.3776,1.3826,1.3765,1.3788,,1.3765
28-03-08,1.3791,1.3822,1.3777,1.3799,,1.3777
31-03-08,1.3804,1.3824,1.3751,1.3764,,1.3751
01-04-08,1.3767,1.3815,1.3759,1.3777,,1.3759
02-04-08,1.3786,1.3839,1.377,1.3785,,1.377
03-04-08,1.3784,1.3886,1.3784,1.3836,,1.3784
04-04-08,1.3839,1.386,1.3791,1.3797,,1.3791
07-04-08,1.3799,1.3834,1.3793,1.3804,,1.3793
08-04-08,1.3805,1.3817,1.3779,1.3781,,1.3779
09-04-08,1.3785,1.3816,1.3758,1.3766,,1.3758
10-04-08,1.377,1.3793,1.3546,1.3565,,1.3546
11-04-08,1.3571,1.3596,1.3557,1.3569,,1.3557
14-04-08,1.3592,1.3626,1.3557,1.358,,1.3557
15-04-08,1.3572,1.3586,1.354,1.3561,,1.354
16-04-08,1.3575,1.3583,1.3498,1.3512,,1.3498
17-04-08,1.3511,1.3535,1.3487,1.3502,,1.3487
18-04-08,1.3503,1.3599,1.3499,1.3546,,1.3499
21-04-08,1.3554,1.356,1.3511,1.3527,,1.3511
22-04-08,1.3527,1.3529,1.3492,1.3503,,1.3492
23-04-08,1.3506,1.3542,1.3457,1.3512,,1.3457
24-04-08,1.3513,1.3605,1.3497,1.3578,,1.3497
25-04-08,1.3583,1.366,1.356,1.3612,,1.356
28-04-08,1.3617,1.3631,1.3589,1.3601,,1.3589
29-04-08,1.3604,1.362,1.3585,1.3613,,1.3585
30-04-08,1.3605,1.3626,1.3544,1.3555,,1.3544
01-05-08,1.3558,1.362,1.3555,1.3614,,1.3555
02-05-08,1.3608,1.366,1.3601,1.3635,,1.3601
05-05-08,1.3637,1.3641,1.3577,1.3581,,1.3577
06-05-08,1.3584,1.3595,1.3563,1.3579,,1.3563
07-05-08,1.3575,1.3677,1.3573,1.3667,,1.3573
08-05-08,1.3668,1.38,1.3653,1.3735,,1.3653
09-05-08,1.3739,1.3739,1.3633,1.3634,,1.3633
12-05-08,1.3682,1.3716,1.3629,1.3636,,1.3629
13-05-08,1.3635,1.3732,1.3631,1.3715,,1.3631
14-05-08,1.3718,1.385,1.3705,1.3788,,1.3705
15-05-08,1.3785,1.3844,1.3747,1.375,,1.3747
16-05-08,1.3755,1.3773,1.3667,1.3672,,1.3667
19-05-08,1.3676,1.3732,1.3656,1.3721,,1.3656
20-05-08,1.3723,1.3728,1.3642,1.3644,,1.3642
21-05-08,1.3652,1.3668,1.3559,1.3569,,1.3559
