Date, Open , High , Low , Last ,Ask High,Bid Low
29-12-04,1.6354,1.6419,1.6332,1.6376,,1.6332
30-12-04,1.6373,1.6421,1.6347,1.6368,,1.6347
31-12-04,1.6368,1.6375,1.6305,1.6327,,1.6305
03-01-05,1.6322,1.6409,1.6301,1.6393,,1.6301
04-01-05,1.6392,1.6507,1.6348,1.6495,,1.6348
05-01-05,1.6498,1.653,1.6424,1.6461,,1.6424
06-01-05,1.6469,1.6537,1.6433,1.649,,1.6433
07-01-05,1.6493,1.6505,1.639,1.648,,1.639
10-01-05,1.6478,1.6509,1.6421,1.6429,,1.6421
11-01-05,1.6426,1.6453,1.6358,1.6388,,1.6358
12-01-05,1.6387,1.6415,1.6308,1.6345,,1.6308
13-01-05,1.6346,1.6349,1.6228,1.6305,,1.6228
14-01-05,1.631,1.6423,1.6252,1.6369,,1.6252
17-01-05,1.6377,1.6383,1.6312,1.6329,,1.6312
18-01-05,1.6326,1.6395,1.6324,1.6355,,1.6324
19-01-05,1.6355,1.636,1.6272,1.6326,,1.6272
20-01-05,1.6329,1.6398,1.6293,1.6377,,1.6293
21-01-05,1.6383,1.6412,1.6322,1.6338,,1.6322
24-01-05,1.634,1.635,1.6306,1.6322,,1.6306
25-01-05,1.6317,1.6409,1.6313,1.6402,,1.6313
26-01-05,1.6405,1.6405,1.6297,1.6318,,1.6297
27-01-05,1.632,1.6358,1.6307,1.632,,1.6307
28-01-05,1.6322,1.6375,1.6276,1.6345,,1.6276
31-01-05,1.6335,1.6399,1.6335,1.6376,,1.6335
01-02-05,1.6376,1.6421,1.6364,1.638,,1.6364
02-02-05,1.6379,1.6402,1.6343,1.6349,,1.6343
03-02-05,1.6348,1.6398,1.6337,1.6375,,1.6337
04-02-05,1.6376,1.6408,1.6316,1.6338,,1.6316
07-02-05,1.637,1.6427,1.6354,1.6416,,1.6354
08-02-05,1.6413,1.6518,1.6411,1.6475,,1.6411
09-02-05,1.6468,1.653,1.6452,1.647,,1.6452
10-02-05,1.6465,1.6583,1.6453,1.652,,1.6453
11-02-05,1.6523,1.6555,1.646,1.6473,,1.646
14-02-05,1.647,1.6481,1.6379,1.639,,1.6379
15-02-05,1.6385,1.6433,1.6371,1.6374,,1.6371
16-02-05,1.6373,1.6446,1.6369,1.6413,,1.6369
17-02-05,1.6409,1.6445,1.6392,1.6399,,1.6392
18-02-05,1.6395,1.6425,1.6362,1.6387,,1.6362
21-02-05,1.6383,1.6403,1.6359,1.6379,,1.6359
22-02-05,1.6375,1.6381,1.6246,1.626,,1.6246
23-02-05,1.6255,1.6304,1.6248,1.6274,,1.6248
24-02-05,1.6273,1.6322,1.6251,1.6316,,1.6251
25-02-05,1.6312,1.6346,1.6278,1.6307,,1.6278
28-02-05,1.6303,1.6303,1.6202,1.6222,,1.6202
01-03-05,1.6213,1.6264,1.6212,1.622,,1.6212
02-03-05,1.622,1.6291,1.6219,1.6251,,1.6219
03-03-05,1.6248,1.6292,1.624,1.6281,,1.624
04-03-05,1.6282,1.6337,1.623,1.625,,1.623
07-03-05,1.6254,1.628,1.6233,1.6258,,1.6233
08-03-05,1.626,1.6268,1.6178,1.6215,,1.6178
09-03-05,1.6218,1.6222,1.6175,1.6199,,1.6175
10-03-05,1.619,1.622,1.6156,1.6182,,1.6156
11-03-05,1.6203,1.6243,1.6167,1.6188,,1.6167
14-03-05,1.6184,1.6243,1.618,1.6232,,1.618
15-03-05,1.6223,1.6259,1.6189,1.6257,,1.6189
16-03-05,1.6255,1.6259,1.6181,1.6204,,1.6181
17-03-05,1.6199,1.6248,1.619,1.623,,1.619
18-03-05,1.6235,1.6288,1.6222,1.6246,,1.6222
21-03-05,1.6252,1.6312,1.6251,1.6291,,1.6251
22-03-05,1.6293,1.6398,1.6288,1.6392,,1.6288
23-03-05,1.6389,1.6455,1.6364,1.6428,,1.6364
24-03-05,1.6432,1.6487,1.6403,1.6438,,1.6403
25-03-05,1.6434,1.6459,1.6426,1.6435,,1.6426
28-03-05,1.6433,1.6522,1.643,1.6506,,1.643
29-03-05,1.6497,1.6531,1.6464,1.6519,,1.6464
30-03-05,1.6524,1.6539,1.6477,1.6511,,1.6477
31-03-05,1.6515,1.6523,1.6456,1.6508,,1.6456
01-04-05,1.6503,1.6598,1.6495,1.6577,,1.6495
04-04-05,1.6585,1.6677,1.6577,1.6651,,1.6577
05-04-05,1.6639,1.6683,1.6597,1.6604,,1.6597
06-04-05,1.6605,1.6636,1.6565,1.6588,,1.6565
07-04-05,1.6588,1.6612,1.6533,1.6589,,1.6533
08-04-05,1.6593,1.6611,1.6522,1.653,,1.6522
11-04-05,1.6543,1.6576,1.6481,1.6501,,1.6481
12-04-05,1.6502,1.6505,1.6443,1.6466,,1.6443
13-04-05,1.648,1.6482,1.6412,1.6431,,1.6412
14-04-05,1.6446,1.6575,1.642,1.6547,,1.642
15-04-05,1.655,1.6615,1.6538,1.6553,,1.6538
18-04-05,1.6565,1.66,1.6509,1.6522,,1.6509
19-04-05,1.6523,1.6543,1.6465,1.6475,,1.6465
20-04-05,1.6486,1.6517,1.6448,1.6456,,1.6448
21-04-05,1.646,1.6512,1.6452,1.6482,,1.6452
22-04-05,1.6487,1.6513,1.6446,1.6465,,1.6446
25-04-05,1.643,1.6482,1.6424,1.646,,1.6424
26-04-05,1.6475,1.649,1.644,1.6468,,1.644
27-04-05,1.6465,1.6511,1.6451,1.6458,,1.6451
28-04-05,1.6457,1.6492,1.6437,1.6464,,1.6437
29-04-05,1.646,1.6475,1.632,1.6375,,1.632
02-05-05,1.6367,1.6402,1.6355,1.6382,,1.6355
03-05-05,1.6363,1.6413,1.6352,1.639,,1.6352
04-05-05,1.6384,1.6395,1.6331,1.6339,,1.6331
05-05-05,1.6343,1.6389,1.6338,1.6357,,1.6338
06-05-05,1.6357,1.6428,1.635,1.6399,,1.635
09-05-05,1.6415,1.6452,1.6398,1.6438,,1.6398
10-05-05,1.6434,1.6485,1.6415,1.6453,,1.6415
11-05-05,1.6448,1.6462,1.6335,1.6441,,1.6335
12-05-05,1.6445,1.6567,1.644,1.6548,,1.644
13-05-05,1.6552,1.6593,1.6517,1.6575,,1.6517
16-05-05,1.6583,1.6629,1.6535,1.6552,,1.6535
17-05-05,1.6553,1.659,1.653,1.6568,,1.653
18-05-05,1.6558,1.6597,1.6476,1.6498,,1.6476
19-05-05,1.651,1.657,1.6492,1.656,,1.6492
20-05-05,1.6556,1.6645,1.6531,1.6598,,1.6531
23-05-05,1.6616,1.663,1.6576,1.6593,,1.6576
24-05-05,1.6592,1.6597,1.6525,1.6553,,1.6525
25-05-05,1.6548,1.6584,1.6521,1.6557,,1.6521
26-05-05,1.656,1.662,1.6557,1.6601,,1.6557
27-05-05,1.6603,1.6611,1.6568,1.659,,1.6568
30-05-05,1.6597,1.6615,1.657,1.6608,,1.657
31-05-05,1.6609,1.6673,1.6585,1.666,,1.6585
01-06-05,1.666,1.6795,1.655,1.6781,,1.655
02-06-05,1.678,1.6786,1.6698,1.6729,,1.6698
03-06-05,1.6731,1.6734,1.6638,1.6695,,1.6638
06-06-05,1.6678,1.6698,1.6607,1.6624,,1.6607
07-06-05,1.6626,1.6643,1.6583,1.6601,,1.6583
08-06-05,1.66,1.6637,1.6575,1.6631,,1.6575
09-06-05,1.6628,1.6653,1.6597,1.6638,,1.6597
10-06-05,1.6639,1.6714,1.6618,1.6711,,1.6618
13-06-05,1.6722,1.6816,1.67,1.6789,,1.67
14-06-05,1.679,1.679,1.6718,1.6785,,1.6718
15-06-05,1.6781,1.6784,1.6698,1.6728,,1.6698
16-06-05,1.6712,1.6771,1.6696,1.6743,,1.6696
17-06-05,1.6747,1.6757,1.6682,1.6684,,1.6682
20-06-05,1.6705,1.6756,1.6653,1.6739,,1.6653
21-06-05,1.6735,1.6779,1.6684,1.6694,,1.6684
22-06-05,1.67,1.6733,1.6678,1.6711,,1.6678
23-06-05,1.6723,1.6732,1.6685,1.6714,,1.6685
24-06-05,1.6721,1.6771,1.6706,1.674,,1.6706
27-06-05,1.674,1.6785,1.6728,1.6746,,1.6728
28-06-05,1.676,1.6833,1.675,1.6808,,1.675
29-06-05,1.6811,1.6886,1.6769,1.6867,,1.6769
30-06-05,1.6857,1.6877,1.6814,1.6848,,1.6814
01-07-05,1.6852,1.6955,1.6818,1.6945,,1.6818
04-07-05,1.6926,1.6957,1.6913,1.6934,,1.6913
05-07-05,1.6928,1.7006,1.691,1.695,,1.691
06-07-05,1.6951,1.6983,1.6915,1.697,,1.6915
07-07-05,1.6972,1.7006,1.692,1.6982,,1.692
08-07-05,1.6983,1.7061,1.6975,1.7017,,1.6975
11-07-05,1.7001,1.7023,1.693,1.6935,,1.693
12-07-05,1.6939,1.695,1.685,1.6853,,1.685
13-07-05,1.6857,1.6952,1.6853,1.6912,,1.6853
14-07-05,1.6915,1.6938,1.687,1.689,,1.687
15-07-05,1.6894,1.6908,1.6841,1.6868,,1.6841
18-07-05,1.6878,1.6893,1.6838,1.6849,,1.6838
19-07-05,1.6848,1.692,1.6833,1.6878,,1.6833
20-07-05,1.6881,1.6929,1.6841,1.6843,,1.6841
21-07-05,1.6863,1.6863,1.6495,1.6513,,1.6495
22-07-05,1.6509,1.6635,1.6505,1.6593,,1.6505
25-07-05,1.6609,1.6653,1.6577,1.6602,,1.6577
26-07-05,1.6606,1.6704,1.6605,1.6689,,1.6605
27-07-05,1.6687,1.6723,1.6633,1.6648,,1.6633
28-07-05,1.6644,1.6686,1.6628,1.6639,,1.6628
29-07-05,1.6626,1.6643,1.6578,1.6628,,1.6578
01-08-05,1.6631,1.6653,1.6575,1.6597,,1.6575
02-08-05,1.6603,1.6616,1.6506,1.6544,,1.6506
03-08-05,1.6547,1.6573,1.6486,1.6515,,1.6486
04-08-05,1.6516,1.6534,1.6459,1.6519,,1.6459
05-08-05,1.6514,1.6558,1.6501,1.6535,,1.6501
08-08-05,1.6546,1.6563,1.6481,1.654,,1.6481
09-08-05,1.6539,1.6571,1.6513,1.6528,,1.6513
10-08-05,1.6534,1.6535,1.6444,1.6457,,1.6444
11-08-05,1.6455,1.6516,1.6432,1.6463,,1.6432
12-08-05,1.6473,1.6528,1.6457,1.6517,,1.6457
15-08-05,1.6524,1.6607,1.6496,1.6573,,1.6496
16-08-05,1.657,1.6614,1.6541,1.6569,,1.6541
17-08-05,1.6571,1.6634,1.6564,1.6626,,1.6564
18-08-05,1.6615,1.6671,1.6576,1.6658,,1.6576
19-08-05,1.6652,1.6718,1.664,1.6709,,1.664
22-08-05,1.6703,1.6713,1.6641,1.6665,,1.6641
23-08-05,1.6649,1.6702,1.6642,1.6675,,1.6642
24-08-05,1.6661,1.6768,1.6661,1.6702,,1.6661
25-08-05,1.6701,1.6746,1.6691,1.6718,,1.6691
26-08-05,1.671,1.6759,1.6686,1.6736,,1.6686
29-08-05,1.6742,1.6833,1.6722,1.6809,,1.6722
30-08-05,1.6818,1.6878,1.6772,1.6835,,1.6772
31-08-05,1.683,1.6903,1.6801,1.6809,,1.6801
01-09-05,1.6809,1.6834,1.6753,1.6759,,1.6753
02-09-05,1.6758,1.678,1.6709,1.672,,1.6709
05-09-05,1.6714,1.6754,1.6691,1.6715,,1.6691
06-09-05,1.6719,1.6776,1.6716,1.6753,,1.6716
07-09-05,1.6758,1.6785,1.6735,1.6773,,1.6735
08-09-05,1.677,1.6791,1.6752,1.6761,,1.6752
09-09-05,1.6755,1.6798,1.6721,1.6734,,1.6721
12-09-05,1.6721,1.6784,1.6716,1.6775,,1.6716
13-09-05,1.6774,1.6835,1.6757,1.6803,,1.6757
14-09-05,1.6801,1.6814,1.6758,1.6779,,1.6758
15-09-05,1.6788,1.6809,1.6763,1.6787,,1.6763
16-09-05,1.6781,1.6823,1.6765,1.6811,,1.6765
19-09-05,1.6826,1.6837,1.68,1.6822,,1.68
20-09-05,1.682,1.6836,1.6759,1.6835,,1.6759
21-09-05,1.6836,1.6836,1.6775,1.6789,,1.6775
22-09-05,1.679,1.6821,1.6771,1.6811,,1.6771
23-09-05,1.6809,1.6876,1.68,1.6845,,1.68
26-09-05,1.6852,1.6898,1.6837,1.6874,,1.6837
27-09-05,1.6874,1.6944,1.6866,1.6924,,1.6866
28-09-05,1.6925,1.6948,1.6894,1.6919,,1.6894
29-09-05,1.692,1.6921,1.6866,1.6874,,1.6866
30-09-05,1.6884,1.6928,1.6877,1.6915,,1.6877
03-10-05,1.6924,1.6973,1.6919,1.6946,,1.6919
04-10-05,1.6954,1.6964,1.6918,1.6935,,1.6918
05-10-05,1.6933,1.6945,1.6901,1.6915,,1.6901
06-10-05,1.6911,1.6925,1.6798,1.6815,,1.6798
07-10-05,1.6814,1.6861,1.6802,1.6825,,1.6802
10-10-05,1.6826,1.6859,1.6817,1.684,,1.6817
11-10-05,1.6845,1.6924,1.6836,1.6911,,1.6836
12-10-05,1.6909,1.6939,1.6897,1.6904,,1.6897
13-10-05,1.6905,1.6953,1.6876,1.6899,,1.6876
14-10-05,1.6905,1.6922,1.6856,1.6872,,1.6856
17-10-05,1.6877,1.6932,1.6851,1.6919,,1.6851
18-10-05,1.6916,1.6969,1.6912,1.6953,,1.6912
19-10-05,1.6955,1.6986,1.6911,1.6927,,1.6911
20-10-05,1.6923,1.6973,1.6919,1.6926,,1.6919
21-10-05,1.6933,1.6971,1.6894,1.6952,,1.6894
24-10-05,1.6951,1.6964,1.6911,1.692,,1.6911
25-10-05,1.6924,1.6946,1.6873,1.6889,,1.6873
26-10-05,1.6887,1.6932,1.6865,1.6922,,1.6865
27-10-05,1.6919,1.6948,1.6847,1.6878,,1.6847
28-10-05,1.6883,1.693,1.6852,1.6919,,1.6852
31-10-05,1.6915,1.6957,1.6898,1.6933,,1.6898
01-11-05,1.6925,1.6957,1.6922,1.695,,1.6922
02-11-05,1.6951,1.6971,1.6922,1.693,,1.6922
03-11-05,1.6929,1.6991,1.6927,1.6971,,1.6927
04-11-05,1.6978,1.7025,1.6961,1.7011,,1.6961
07-11-05,1.7004,1.7019,1.698,1.7004,,1.698
08-11-05,1.7004,1.7033,1.6985,1.7014,,1.6985
09-11-05,1.7015,1.7028,1.6988,1.7011,,1.6988
10-11-05,1.7012,1.7034,1.6994,1.7027,,1.6994
11-11-05,1.7027,1.7043,1.6998,1.7016,,1.6998
14-11-05,1.7015,1.7063,1.6997,1.7051,,1.6997
15-11-05,1.7049,1.7059,1.7008,1.7013,,1.7008
16-11-05,1.7016,1.7041,1.7004,1.7029,,1.7004
17-11-05,1.7023,1.7031,1.6983,1.6993,,1.6983
18-11-05,1.7,1.7025,1.6981,1.6991,,1.6981
21-11-05,1.6994,1.7009,1.6954,1.6984,,1.6954
22-11-05,1.6984,1.702,1.6967,1.6975,,1.6967
23-11-05,1.6973,1.6997,1.6907,1.6915,,1.6907
24-11-05,1.6915,1.6936,1.6886,1.6902,,1.6886
25-11-05,1.69,1.6942,1.6896,1.6931,,1.6896
28-11-05,1.6927,1.698,1.6891,1.6906,,1.6891
29-11-05,1.6901,1.6936,1.6894,1.6924,,1.6894
30-11-05,1.693,1.6946,1.6896,1.6908,,1.6896
01-12-05,1.6909,1.6921,1.6882,1.6904,,1.6882
02-12-05,1.6904,1.6927,1.6849,1.6889,,1.6849
05-12-05,1.6892,1.6911,1.685,1.6857,,1.685
06-12-05,1.6858,1.6881,1.6831,1.6853,,1.6831
07-12-05,1.6848,1.6872,1.6834,1.6846,,1.6834
08-12-05,1.6848,1.687,1.6812,1.6832,,1.6812
09-12-05,1.683,1.6846,1.6811,1.6815,,1.6811
12-12-05,1.6829,1.6839,1.6786,1.6803,,1.6786
13-12-05,1.6795,1.6809,1.6713,1.6734,,1.6713
14-12-05,1.6733,1.6739,1.6679,1.67,,1.6679
15-12-05,1.6695,1.6713,1.6652,1.6674,,1.6652
16-12-05,1.6674,1.6715,1.6641,1.6654,,1.6641
19-12-05,1.6658,1.6665,1.6606,1.662,,1.6606
20-12-05,1.662,1.6673,1.6592,1.6653,,1.6592
21-12-05,1.6653,1.6689,1.6645,1.6684,,1.6645
22-12-05,1.6685,1.6728,1.6662,1.6686,,1.6662
23-12-05,1.6688,1.6701,1.6642,1.6649,,1.6642
26-12-05,1.6646,1.6673,1.6633,1.6643,,1.6633
27-12-05,1.6652,1.6683,1.6646,1.6678,,1.6646
28-12-05,1.6674,1.6688,1.6628,1.6658,,1.6628
29-12-05,1.6661,1.6669,1.6614,1.6645,,1.6614
30-12-05,1.6649,1.6665,1.6611,1.6627,,1.6611
02-01-06,1.663,1.663,1.6593,1.6598,,1.6593
03-01-06,1.6606,1.6631,1.6503,1.651,,1.6503
04-01-06,1.6509,1.6512,1.6424,1.6433,,1.6424
05-01-06,1.644,1.6493,1.643,1.6465,,1.643
06-01-06,1.6466,1.6495,1.6369,1.6375,,1.6369
09-01-06,1.6361,1.6371,1.6314,1.6344,,1.6314
10-01-06,1.6338,1.6365,1.6318,1.6333,,1.6318
11-01-06,1.6336,1.6377,1.6271,1.6284,,1.6271
12-01-06,1.628,1.6294,1.6203,1.6261,,1.6203
13-01-06,1.627,1.6329,1.6257,1.6275,,1.6257
16-01-06,1.6269,1.6354,1.623,1.6333,,1.623
17-01-06,1.6335,1.6365,1.6294,1.6334,,1.6294
18-01-06,1.6327,1.6363,1.6258,1.6295,,1.6258
19-01-06,1.6295,1.632,1.6271,1.6289,,1.6271
20-01-06,1.6287,1.6344,1.6253,1.6277,,1.6253
23-01-06,1.626,1.6276,1.6189,1.6214,,1.6189
24-01-06,1.6208,1.6236,1.6197,1.622,,1.6197
25-01-06,1.6223,1.6256,1.6163,1.6232,,1.6163
26-01-06,1.6228,1.6271,1.6191,1.6261,,1.6191
27-01-06,1.6266,1.628,1.6208,1.6277,,1.6208
30-01-06,1.6272,1.6329,1.6261,1.6281,,1.6261
31-01-06,1.6279,1.6301,1.6192,1.6217,,1.6192
01-02-06,1.6218,1.6307,1.6201,1.6298,,1.6201
02-02-06,1.6301,1.6354,1.6278,1.6335,,1.6278
03-02-06,1.6335,1.6375,1.6312,1.6338,,1.6312
06-02-06,1.6342,1.6349,1.6258,1.6293,,1.6258
07-02-06,1.6295,1.6332,1.6262,1.6277,,1.6262
08-02-06,1.628,1.6342,1.6259,1.6313,,1.6259
09-02-06,1.631,1.633,1.6269,1.6301,,1.6269
10-02-06,1.6301,1.6317,1.6217,1.6262,,1.6217
13-02-06,1.6261,1.6312,1.6249,1.6288,,1.6249
14-02-06,1.6287,1.6303,1.626,1.6269,,1.626
15-02-06,1.6266,1.6303,1.6244,1.6286,,1.6244
16-02-06,1.6287,1.6382,1.628,1.6348,,1.628
17-02-06,1.6348,1.6379,1.631,1.633,,1.631
20-02-06,1.6327,1.6329,1.6266,1.6286,,1.6266
21-02-06,1.6278,1.6318,1.6278,1.6294,,1.6278
22-02-06,1.629,1.6341,1.6279,1.6313,,1.6279
23-02-06,1.6311,1.6319,1.6225,1.6247,,1.6225
24-02-06,1.6248,1.6268,1.6221,1.6226,,1.6221
27-02-06,1.6229,1.6268,1.6202,1.6219,,1.6202
28-02-06,1.622,1.62545,1.6202,1.6218,,1.6202
01-03-06,1.6213,1.6223,1.6164,1.6175,,1.6164
02-03-06,1.6177,1.6203,1.6129,1.6133,,1.6129
03-03-06,1.6135,1.6216,1.6124,1.6202,,1.6124
06-03-06,1.6186,1.6284,1.6164,1.6278,,1.6164
07-03-06,1.6268,1.6342,1.6255,1.6316,,1.6255
08-03-06,1.6305,1.6354,1.6273,1.6317,,1.6273
09-03-06,1.6312,1.633,1.6249,1.6298,,1.6249
10-03-06,1.6295,1.6319,1.6257,1.6274,,1.6257
13-03-06,1.6279,1.6291,1.6233,1.6251,,1.6233
14-03-06,1.6249,1.6273,1.6209,1.6219,,1.6209
15-03-06,1.6215,1.6236,1.6169,1.6178,,1.6169
16-03-06,1.6172,1.6215,1.6161,1.6176,,1.6161
17-03-06,1.6171,1.6204,1.6148,1.6156,,1.6148
20-03-06,1.6164,1.6185,1.6117,1.6138,,1.6117
21-03-06,1.6135,1.6199,1.6123,1.6171,,1.6123
22-03-06,1.6168,1.6198,1.6141,1.616,,1.6141
23-03-06,1.6162,1.6203,1.6148,1.6198,,1.6148
24-03-06,1.6202,1.6232,1.6184,1.6201,,1.6184
27-03-06,1.6201,1.621,1.6139,1.6186,,1.6139
28-03-06,1.618,1.6227,1.6159,1.6224,,1.6159
29-03-06,1.622,1.6238,1.6198,1.6212,,1.6198
30-03-06,1.622,1.6228,1.6166,1.6182,,1.6166
31-03-06,1.618,1.6204,1.6148,1.6156,,1.6148
03-04-06,1.6162,1.6189,1.6144,1.6152,,1.6144
04-04-06,1.6157,1.6167,1.6071,1.609,,1.6071
05-04-06,1.6091,1.6103,1.6011,1.6064,,1.6011
06-04-06,1.6064,1.6089,1.6029,1.6061,,1.6029
07-04-06,1.606,1.6082,1.6023,1.6067,,1.6023
10-04-06,1.6069,1.6086,1.603,1.608,,1.603
11-04-06,1.6069,1.6164,1.6068,1.6127,,1.6068
12-04-06,1.6134,1.6168,1.6082,1.6118,,1.6082
13-04-06,1.6118,1.6137,1.6062,1.6093,,1.6062
14-04-06,1.6091,1.6096,1.6071,1.6078,,1.6071
17-04-06,1.607,1.608,1.6005,1.6011,,1.6005
18-04-06,1.6015,1.6042,1.5978,1.5979,,1.5978
19-04-06,1.5996,1.6006,1.5953,1.5975,,1.5953
20-04-06,1.5975,1.6007,1.5958,1.5974,,1.5958
21-04-06,1.5977,1.5997,1.5943,1.5949,,1.5943
24-04-06,1.5903,1.5927,1.5847,1.5866,,1.5847
25-04-06,1.5865,1.5896,1.5856,1.5872,,1.5856
26-04-06,1.5872,1.5928,1.5849,1.5885,,1.5849
27-04-06,1.5879,1.5889,1.5822,1.5833,,1.5822
28-04-06,1.5828,1.5851,1.5798,1.5808,,1.5798
01-05-06,1.5806,1.5807,1.5758,1.5776,,1.5758
02-05-06,1.5785,1.5818,1.5767,1.5774,,1.5767
03-05-06,1.5778,1.5784,1.5705,1.5735,,1.5705
04-05-06,1.5732,1.5809,1.573,1.5753,,1.573
05-05-06,1.5762,1.5786,1.5696,1.5704,,1.5696
08-05-06,1.568,1.5695,1.5614,1.5669,,1.5614
09-05-06,1.567,1.5736,1.5646,1.5665,,1.5646
10-05-06,1.5659,1.5683,1.5591,1.5604,,1.5591
11-05-06,1.561,1.5715,1.5608,1.5659,,1.5608
12-05-06,1.5663,1.5698,1.5595,1.5659,,1.5595
15-05-06,1.565,1.5855,1.564,1.5815,,1.564
16-05-06,1.5817,1.5901,1.5729,1.5738,,1.5729
17-05-06,1.5744,1.5801,1.5638,1.5796,,1.5638
18-05-06,1.5815,1.5867,1.5735,1.5793,,1.5735
19-05-06,1.5779,1.5893,1.5754,1.5835,,1.5754
22-05-06,1.584,1.5969,1.5827,1.5827,,1.5827
23-05-06,1.5828,1.5889,1.5758,1.5835,,1.5758
24-05-06,1.5834,1.5919,1.5819,1.5886,,1.5819
25-05-06,1.5886,1.5898,1.5773,1.579,,1.5773
26-05-06,1.5785,1.5835,1.5763,1.58,,1.5763
29-05-06,1.58,1.5807,1.5773,1.5802,,1.5773
30-05-06,1.5805,1.5826,1.572,1.5771,,1.572
31-05-06,1.576,1.5802,1.5728,1.5792,,1.5728
01-06-06,1.5792,1.5875,1.5778,1.581,,1.5778
02-06-06,1.5813,1.5813,1.5712,1.5726,,1.5712
05-06-06,1.5739,1.5783,1.5714,1.5779,,1.5714
06-06-06,1.5788,1.5847,1.5752,1.5834,,1.5752
07-06-06,1.5825,1.587,1.5797,1.5865,,1.5797
08-06-06,1.5862,1.5989,1.5833,1.5927,,1.5833
09-06-06,1.5922,1.5964,1.5898,1.5932,,1.5898
12-06-06,1.5935,1.5954,1.5899,1.5951,,1.5899
13-06-06,1.5954,1.5998,1.5938,1.5975,,1.5938
14-06-06,1.5979,1.5996,1.5925,1.5936,,1.5925
15-06-06,1.5942,1.5953,1.5877,1.5902,,1.5877
16-06-06,1.5899,1.5964,1.5858,1.5948,,1.5858
19-06-06,1.5948,1.6015,1.594,1.5971,,1.594
20-06-06,1.5979,1.5985,1.5896,1.5926,,1.5896
21-06-06,1.5927,1.5934,1.5878,1.5893,,1.5878
22-06-06,1.5893,1.5982,1.5867,1.5969,,1.5867
23-06-06,1.598,1.6009,1.5925,1.5986,,1.5925
26-06-06,1.598,1.603,1.5957,1.5985,,1.5957
27-06-06,1.5974,1.5983,1.5934,1.5952,,1.5934
28-06-06,1.5954,1.5997,1.5944,1.5988,,1.5944
29-06-06,1.5982,1.5999,1.5881,1.5902,,1.5881
30-06-06,1.591,1.5916,1.5801,1.5823,,1.5801
03-07-06,1.5829,1.5858,1.5811,1.5834,,1.5811
04-07-06,1.584,1.5842,1.5771,1.5789,,1.5771
05-07-06,1.5797,1.5895,1.5786,1.5876,,1.5786
06-07-06,1.5868,1.589,1.5797,1.5817,,1.5797
07-07-06,1.5817,1.5827,1.5726,1.5743,,1.5726
10-07-06,1.573,1.576,1.5713,1.5749,,1.5713
11-07-06,1.5757,1.5817,1.5731,1.5784,,1.5731
12-07-06,1.5783,1.5866,1.577,1.584,,1.577
13-07-06,1.5835,1.5847,1.5788,1.5833,,1.5788
14-07-06,1.5832,1.5896,1.583,1.589,,1.583
17-07-06,1.5881,1.5967,1.587,1.5938,,1.587
18-07-06,1.5937,1.5945,1.5892,1.5928,,1.5892
19-07-06,1.5932,1.5958,1.5861,1.5875,,1.5861
20-07-06,1.5873,1.5885,1.5828,1.5863,,1.5828
21-07-06,1.5865,1.5869,1.5793,1.5828,,1.5793
24-07-06,1.5824,1.5881,1.5819,1.5863,,1.5819
25-07-06,1.5858,1.5886,1.5814,1.5878,,1.5814
26-07-06,1.587,1.5878,1.5786,1.5803,,1.5786
27-07-06,1.5799,1.5813,1.5756,1.5804,,1.5756
28-07-06,1.5804,1.5858,1.5771,1.5775,,1.5771
31-07-06,1.5779,1.5813,1.5747,1.579,,1.5747
01-08-06,1.5788,1.5832,1.5768,1.5777,,1.5768
02-08-06,1.5778,1.5834,1.5767,1.5809,,1.5767
03-08-06,1.581,1.5841,1.5763,1.5774,,1.5763
04-08-06,1.5772,1.5804,1.5697,1.5724,,1.5697
07-08-06,1.5714,1.5749,1.5695,1.5728,,1.5695
08-08-06,1.5725,1.5761,1.5704,1.5718,,1.5704
09-08-06,1.573,1.578,1.5707,1.5733,,1.5707
10-08-06,1.5727,1.5735,1.5667,1.5706,,1.5667
11-08-06,1.571,1.5806,1.5694,1.5778,,1.5694
14-08-06,1.579,1.5826,1.5771,1.5818,,1.5771
15-08-06,1.5826,1.583,1.5761,1.5774,,1.5761
16-08-06,1.5778,1.5794,1.5719,1.5724,,1.5719
17-08-06,1.5741,1.5754,1.5705,1.5732,,1.5705
18-08-06,1.5741,1.577,1.5706,1.5737,,1.5706
21-08-06,1.5727,1.5743,1.5681,1.5714,,1.5681
22-08-06,1.5713,1.5749,1.5711,1.5734,,1.5711
23-08-06,1.5736,1.5764,1.5696,1.5729,,1.5696
24-08-06,1.5729,1.579,1.5724,1.5773,,1.5724
25-08-06,1.5772,1.5806,1.576,1.5798,,1.576
28-08-06,1.5794,1.581,1.5751,1.5777,,1.5751
29-08-06,1.5783,1.5785,1.5713,1.5721,,1.5713
30-08-06,1.5727,1.575,1.5707,1.5737,,1.5707
31-08-06,1.5736,1.5743,1.5697,1.5729,,1.5697
01-09-06,1.5725,1.5743,1.5704,1.5716,,1.5704
04-09-06,1.5714,1.5718,1.5657,1.5684,,1.5657
05-09-06,1.5681,1.5692,1.5649,1.5671,,1.5649
06-09-06,1.5673,1.5716,1.5657,1.5696,,1.5657
07-09-06,1.5695,1.5707,1.5649,1.5677,,1.5649
08-09-06,1.5677,1.5745,1.5675,1.5725,,1.5675
